217, "By the time I got home, it would be around 7 or 7:30 PM."
218, "There were also morning practices."
219, "Even though school started at 8:15 AM..."
220, "We would go to school and practice starting at 7 AM."
221, "On days you want to take a break from club activities, you have to inform the seniors or the teacher."
222, "If you take a break without notifying them, you'll get scolded terribly."
223, "If one of the club members gets a really low score on a test,"
224, "or if they do something bad,"
225, "everyone in the club would be held responsible, saying it's a \"collective responsibility.\""
226, "And everyone might have to clean the school."
227, "It was really like that."
228, "There was no freedom at all."
229, "Like saying, \"I want to do this because I want to!\""
230, "or valuing your own time."
231, "You really couldn't do things like that."
232, "What's interesting is whether you participated in club activities at school"
233, "or whether you were a captain in club activities"
234, "has a huge influence on a university student's job hunting after graduation."
235, "It has a tremendous impact, you know."
236, "I talked about this a bit before, too."
237, "I read a newspaper article about people who conduct company recruitment interviews,"
238, "and it discussed \"why Japanese companies value students' club activity experience so highly.\""
239, "I think it's because,"
240, "it emphasizes cooperating as a team."
241, "because living in a group and cooperating makes people better at it."
242, "That's what I initially thought."
243, "But then, the answer from the person conducting interviews at that company was,"
244, "\"No, it's not that. It's because students who worked hard in club activities"
245, "understand the unfairness of society.\""
246, "That's what they said."
247, "I've mentioned this before, but no matter how many times I talk about it,"
248, "it always makes me think, \"Huh?\""
249, "It's because they understand the unfairness of society, meaning that by participating in club activities,"
250, "they encounter situations like, \"Why do I have to do this?\""
251, "\"Why do I have to do something so foolish?\" or something like that."
252, "\"Why is it that even though there's only a five-month difference in birthdays between me and my senior,"
253, "I have to be deferential to them, and rush to greet them when they arrive."
254, "\"Why do I have to pick up balls for them?\" or things like that."
255, "You really start to think about these things, don't you?"
256, "Those things that don't make sense, the things that aren't fair,"
257, "are incredibly prevalent in society and in companies."
258, "Students who have experienced club activities understand that well."
259, "That's why companies want to hire students who have participated in club activities."
260, "Hearing that, I thought, \"Ah, I see.\""
261, "Well, I really understand that opinion."
262, "Certainly, society is unequal, not fair,"
263, "and there are plenty of things that don't make sense."
264, "But then I thought, \"Is that really okay?\""
265, "Why not try to change it?"
266, "It would be better if it changed, right?"
267, "If everyone knows it's unfair,"
268, "it won't change if we don't try to change it."
269, "That's what I strongly feel."
270, "Of course, the things that are unfair and not equal..."
271, "It can't be completely eliminated,"
272, "but still, little by little, trying to make it better for everyone,"
273, "and really, to reduce even slightly the number of people who suffer because of that unfairness,"
274, "or to help them,"
275, "why don't we go in that direction?"
276, "Why can't we strive for that?"
277, "That's what I really thought."
278, "Anyway, in this way, Japanese schools still"
279, "have quite a lot of old ways of thinking remaining."
280, "How was your school life?"
281, "I think it varies quite a bit depending on the country."
282, "What surprised me was, my husband Jack,"
283, "Jack attended elementary and middle school"
284, "in the UK, but"
285, "in UK schools, the relationship between students and teachers"
286, "is very professional and cold, he said."
287, "You call teachers \"Sir.\""
288, "He said it's unthinkable to call a teacher by their first name."
289, "He mentioned that teachers are very strict with students."
290, "So, when Jack came to a Japanese school, what surprised him was..."
291, "Japanese schools are indeed strict,"
292, "but the relationship between students and teachers is really good."
293, "It depends on the teacher, but students might call a teacher by a nickname,"
294, "like calling a teacher \"Micchan.\""
295, "Also, in elementary school, they might play soccer with teachers,"
296, "students might hug teachers, or hold their hands,"
297, "things like that happen, and even after I graduated from high school,"
298, "I would privately meet up with high school teachers"
299, "and go out to eat together."
300, "So, it's interesting, isn't it?"
301, "Japanese schools are very strict,"
302, "but, you know, there are many kind teachers."
303, "For example, if a student is absent from school due to mental health issues,"
304, "teachers often visit the student's home"
305, "to talk with their parents and offer support."
306, "I think that's a good aspect, but"
307, "Japanese school teachers have a really tough time balancing life and work,"
308, "and it's said they work about 80 hours of overtime a month."
309, "It's crazy, right? Working 80 hours overtime in a month,"
310, "and while school teachers' salaries are a bit high,"
311, "there's a rule that they don't get paid for overtime."
312, "That's the situation."
313, "Japanese school teachers are all working really hard, but"
314, "because it's so difficult,"
315, "recently, there are fewer good school teachers."
316, "I’ve heard about problems where good people choose"
317, "other jobs instead of becoming school teachers."
318, "If you don’t mind, I’d love to hear how your school system"
319, "differs from the Japanese system."
320, "That's it for today."
321, "Thank you for listening until the end."
322, "If you want to read and study the transcripts of my podcast"
323, "properly,"
324, "you can download them for free from my membership site,"
325, "so please check out my Patreon membership!"
326, "Alright, with that said,"
327, "we’ll end here for today."
328, "Thank you, everyone!"
329, "You’ve done well listening until the end."
330, "Have a great and productive day today 😊"
331, "See you again, bye-bye!"
