158, "Next, the stereotype that \"all foreigners are flirtatious.\""
159, "This stereotype, right?"
160, "What does \"チャラチャラ\" mean, I wonder?"
161, "When partying or having that kind of slightly bad vibe,"
162, "people say things like \"flirty\" or \"flirtatious.\""
163, "\"Light-hearted vibe\" — like \"Yo!\" — I don't really get it, laugh."
164, "I think I'm not the flirty type,"
165, "so I can't quite pull it off."
166, "It's like the image of saying, \"Yo! Let's go out and drink now?\""
167, "Very light-hearted vibe, but with a slightly bad feeling,"
168, "which they call \"flirty.\""
169, "This is the stereotype that \"foreigners are flirty,\""
170, "for example, when watching foreign music videos,"
171, "Rappers who are flirty or flirtatious,"
172, "and there are Music Videos with them, so that's the image."
173, "Also, in American movies, they often have home parties,"
174, "where they invite a lot of friends to their house, play music,"
175, "drink alcohol, and get excited, like that."
176, "There's no such party culture in Japan,"
177, "so that's why there's a stereotype that they're flirty."
178, "Is there such a stereotype?"
179, "And this stereotype, as I mentioned at the beginning,"
180, "is the stereotype that young Japanese people have toward young foreigners."
181, "So, \"chachara shiteru\" (being flirty) is also"
182, "basically a term used toward young people."
183, "The next stereotype is \"foreigners are gentlemen\""
184, "\"Gentleman\" refers to \"gentleman\" (shinshi)"
185, "A man who is very kind and polite to women is called a \"gentleman.\""
186, "Generally, when people say \"gentleman,\" they imagine British men who are very smart and"
187, "stylish or handsome, right?"
188, "So, foreign men are seen as being very polite towards women"
189, "and treating women with care and respect—this image definitely exists."
190, "Of course, I don't think all foreigners are like that, but..."
191, "I definitely feel that, living with my current husband, compared to my previous Japanese boyfriend,"
192, "my British husband is more attentive and treats me as a woman."
193, "I think that's the case, or something like that."
194, "But, of course, I think it depends on the country."
195, "How about you? Are men in your country gentlemen?"
196, "Well, it really depends on the person."
197, "Kind people are kind, and unkind people are unkind."
198, "[Flagged][Model] ということになるかなと思います -> I think that's the way it is."
199, "The next stereotype is \"all foreigners are handsome.\""
200, "This idea of foreigners being handsome is mostly similar to the image in American movies."
201, "Talking about men, things like \"big eyes\" or \"white skin\""
202, "I think the most important point of being handsome is having a \"high nose.\""
203, "Quite a few people think that such faces are considered handsome."
204, "I think this is often said in Japan."
205, "I think it's probably due to the influence of movies and advertisements."
206, "So, all foreigners, like Keanu Reeves or Johnny Depp, etc."
207, "They might be said to have them, right?"
208, "I don’t know, this also really depends on the person."
209, "The next stereotype is \"foreigners have tattoos.\""
210, "Indeed, in Japan, tattoos are becoming increasingly popular, though..."
211, "Is it still that much? So, by watching the inbound customers..."
212, "I also feel there are a lot of people with tattoos."
213, "How about you? Do you have tattoos?"
214, "Also, nowadays in Japan, tattoos were considered something bad by older generations, but..."
215, "...younger generations nowadays have tattoos."
216, "I think the number of people who think it's bad has been decreasing."
217, "There's not a single young person around me who says that anymore."
218, "The next stereotype, this one is also directed at men."
219, "It's the talk about \"that part being big.\""
220, "This is from the song *Stereotype Foreigner* that I have."
221, "This is a stereotype I've collected."
222, "Sorry, editor-san, for bringing up such topics."
223, "But really, such stereotypes do exist, don’t they?"
224, "I’ve also heard this quite a bit."
225, "During college days, when I was talking with friends around me..."
226, "Sometimes, such topics came up, didn’t they?"
227, "But I think it really depends on the country and the person."
228, "The next stereotype is \"laid-back.\""
229, "It’s the idea that \"foreigners are all lazy and laid-back.\""
230, "I think it’s the comparison to Japanese people."
231, "There's an image that Japanese people are quite serious."
232, "I think, but compared to that, foreigners are seen in a good way..."
233, "Not too serious, and do things in a relaxed way."
234, "This is definitely something I also have."
235, "But really, this also depends on the country, right?"
236, "In my stereotype, Germans are really serious..."
237, "There's a stereotype that they follow rules..."
238, "Since I don't have any German friends..."
239, "But it's really a stereotype."
240, "But when I hear about the work style of Australians..."
241, "Really, compared to Japanese people, they're laid-back, in a good way."
242, "I sometimes think they're really enviable."
243, "It's like this."
244, "But I just thought, the stereotypes I introduced to everyone this time..."
245, "Most of them are from the song I found called *Stereotype Foreigner*..."
246, "and stories I heard from my husband."
247, "I think there were quite a few stereotypes aimed at men."
248, "As for stereotypes aimed at foreign women..."
249, "There's still a really cute image associated with them."
250, "Like *“foreign women are cute”*, etc."
251, "So, even when going to a hair salon in Japan..."
252, "There are styles like \"foreign girl\" hairstyles."
253, "It's like, \"Foreign girls have this kind of hairstyle,\" right?"
254, "With a little bit of wavy hair and an ash-like color..."
255, "And a little bit of highlights, like that."
256, "This is the hairstyle that Japanese people imagine for a foreign girl."
257, "In that way, there are also good stereotypes about foreign women."
258, "There are very good stereotypes, I think."
259, "But here, when I say \"foreign women,\" I probably mean actresses like those in American movies."
260, "Actresses like those in American films, right?"
261, "There's this stereotype in Japan."
262, "How do you think? If someone has lived in Japan..."
263, "I'd like to hear your comments."
264, "Have you felt this stereotype? How do you think?"
265, "Of course, Japanese people also have bad intentions (with bad feelings)..."
266, "So, I don't think Japanese people are saying this stereotype."
267, "I always think that this stereotype..."
268, "2"
269, "I think it would be nice if this stereotype could be a starting point for fun conversations or initiating a date."
270, "[Flagged][Model] あと、最後にもう少しだけ「日本人のステレオタイプ」について -> Lastly, I’ll touch on a little more about \"stereotypes of Japanese people.\""
271, "About the stereotypes foreigners have about Japanese people, I'd like to talk about this."
272, "I'd like to talk about this."
273, "Japan is often called the country of ninjas and samurais."
274, "About this, I have a little to say."
275, "I don't know anything about ninjas."
276, "I really don't know anything."
277, "But often people say ninjas, don't they?"
278, "Where do the ninjas in this image come from?"
279, "Where do people get their image of ninjas from?"
280, "My image of ninjas comes from old TV shows."
281, "The one called \"Nintama Rantaro.\""
282, "There's a children's ninja anime called that."
283, "Because of that image, everyone just thinks of the ninja image that foreigners often mention."
284, "The image of \"ninja\" when people say \"Japan is famous for ninjas\""
285, "I'm really curious where that image comes from."
286, "Are there any movies about ninjas?"
287, "There are some really good ninja movies, right?"
288, "Samurai do exist, and I know of a few good samurai movies."
289, "Ninjas, on the other hand, I'm not really sure about."
290, "Also, when it comes to Japan, there's anime and games."
291, "That's true, and there are quite a few anime fans around me too."
292, "The idea that anime is for children doesn't really exist in Japan."
293, "Adults also enjoy anime, and they read a lot of manga too."
294, "I think there are plenty of really good anime and manga."
295, "Japanese movies are also great, and there are plenty of them, especially the older ones."
296, "I always think Japanese manga is amazing, and manga..."
297, "It can depict worlds that can't be shown in movies."
298, "Because it relies on the imagination of the readers."
299, "However, with movies, it's just what's shown on the screen."
300, "It becomes a world."
301, "Because manga uses the imagination of the reader,"
302, "I think it can create truly amazing worlds."
303, "That's why I think manga is amazing,"
304, "and I quite like manga."
305, "How about you all?"
306, "That's the feeling I had today about stereotypes,"
307, "and I talked about various things."
308, "So, I'd like you all to take this stereotype"
309, "as a joke and think about it on your own."
310, "Thank you for listening all the way today too!"
311, "If you wanted to study Japanese even more from me,"
312, "I would really appreciate it if you checked out my Patreon membership."
313, "I have one review episode (DEEP DIVE) for each episode of my podcast,"
314, "so please be sure to check them out!"
315, "Please check them out!"
316, "Well, thanks everyone for your hard work! 😊"
317, "See you next time, goodbye! 🙌"
